publish_date,author_num,degree_avg,degree_med,title_word_num,body_word_num,word_num,image_num
1584072000.0,1,0.0,0,12,188,200,1
1584072000.0,1,0.0,0,16,1698,1714,1
1584072000.0,1,0.0,0,12,1126,1138,1
1584072000.0,2,1.5,1,6,602,608,1
1584072000.0,1,0.0,0,7,148,155,1
1584158400.0,1,0.0,0,12,658,670,1
1584158400.0,1,0.0,0,7,1014,1021,1
1584244800.0,1,2.0,2,19,223,242,1
1584331200.0,0,0.0,0,13,273,286,1
1584331200.0,1,1.0,1,6,1478,1484,1
1584331200.0,0,0.0,0,11,1782,1793,1
1584331200.0,1,0.0,0,15,332,347,1
1584331200.0,2,2.0,2,12,640,652,1
1584331200.0,1,0.0,0,13,911,924,1
1584331200.0,0,0.0,0,9,3344,3353,1
1584331200.0,0,0.0,0,9,440,449,1
1584331200.0,1,0.0,0,8,96,104,1
1584331200.0,1,0.0,0,11,441,452,1
1584417600.0,2,1.0,1,13,1094,1107,1
1584417600.0,1,0.0,0,12,1741,1753,1
1584417600.0,0,0.0,0,9,259,268,1
1584417600.0,1,0.0,0,7,1920,1927,1
1584417600.0,1,0.0,0,13,335,348,1
1584417600.0,0,0.0,0,5,155,160,1
1584417600.0,1,0.0,0,13,610,623,1
1584417600.0,1,2.0,2,23,382,405,1
1584417600.0,0,0.0,0,10,210,220,1
1584504000.0,0,0.0,0,8,417,425,1
1584504000.0,1,0.0,0,11,676,687,1
1584504000.0,2,1.0,1,9,1126,1135,1
1584504000.0,2,1.0,1,10,2833,2843,1
1584590400.0,2,1.5,1,13,1319,1332,1
1584590400.0,0,0.0,0,3,889,892,1
1584590400.0,0,0.0,0,12,216,228,1
1584590400.0,1,0.0,0,11,914,925,1
1584590400.0,1,0.0,0,10,270,280,1
1584590400.0,2,2.0,2,20,1089,1109,1
1584590400.0,1,2.0,2,12,419,431,1
1584590400.0,1,0.0,0,11,240,251,1
1584590400.0,1,8.0,8,12,617,629,1
1584590400.0,0,0.0,0,10,316,326,1
1584590400.0,0,0.0,0,9,206,215,1
1584590400.0,1,0.0,0,9,1193,1202,1
1584590400.0,1,8.0,8,11,716,727,1
1584676800.0,1,0.0,0,12,861,873,1
1584676800.0,1,0.0,0,13,455,468,1
1584676800.0,1,0.0,0,11,327,338,1
1584676800.0,0,0.0,0,11,694,705,1
1584676800.0,1,0.0,0,12,899,911,1
1584676800.0,1,0.0,0,12,810,822,1
1584676800.0,1,0.0,0,7,180,187,1
1584763200.0,1,8.0,8,13,230,243,1
1584763200.0,1,0.0,0,9,1017,1026,1
1584763200.0,2,1.0,1,8,2882,2890,1
1584763200.0,1,1.0,1,10,524,534,1
1584763200.0,1,1.0,1,8,489,497,1
1584763200.0,1,0.0,0,10,818,828,1
1584849600.0,1,0.0,0,14,1414,1428,1
1584936000.0,0,0.0,0,6,396,402,1
1584936000.0,0,0.0,0,8,391,399,1
1584936000.0,0,0.0,0,6,1241,1247,1
1584936000.0,1,0.0,0,13,96,109,1
1584936000.0,0,0.0,0,16,355,371,1
1584936000.0,1,2.0,2,16,954,970,1
1584936000.0,1,2.0,2,9,615,624,1
1584936000.0,1,8.0,8,7,562,569,1
1584936000.0,1,0.0,0,13,1004,1017,1
1584936000.0,1,0.0,0,9,251,260,1
1584936000.0,1,1.0,1,13,397,410,1
1585022400.0,0,0.0,0,7,311,318,1
1585022400.0,1,0.0,0,2,1161,1163,1
1585022400.0,1,0.0,0,10,377,387,1
1585022400.0,1,0.0,0,8,1534,1542,1
1585022400.0,1,0.0,0,9,396,405,1
1585022400.0,1,0.0,0,7,680,687,1
1585022400.0,0,0.0,0,11,1514,1525,1
1585022400.0,1,8.0,8,12,598,610,1
1585022400.0,1,2.0,2,4,1148,1152,1
1585022400.0,1,0.0,0,11,1725,1736,1
1585022400.0,1,9.0,9,15,343,358,1
1585108800.0,1,0.0,0,10,288,298,1
1585108800.0,1,0.0,0,11,294,305,1
1585108800.0,0,0.0,0,10,1344,1354,1
1585108800.0,1,0.0,0,7,1392,1399,1
1585108800.0,1,0.0,0,16,491,507,1
1585108800.0,1,0.0,0,8,577,585,1
1585108800.0,0,0.0,0,6,582,588,1
1585108800.0,1,0.0,0,5,509,514,1
1585195200.0,2,1.0,1,15,1352,1367,1
1585195200.0,1,0.0,0,16,226,242,1
1585195200.0,0,0.0,0,13,531,544,1
1585195200.0,1,0.0,0,9,675,684,1
1585195200.0,1,0.0,0,16,145,161,1
1585195200.0,1,0.0,0,10,894,904,1
1585195200.0,1,8.0,8,12,864,876,1
1585195200.0,1,0.0,0,14,735,749,1
1585195200.0,1,0.0,0,13,623,636,1
1585195200.0,0,0.0,0,8,1273,1281,1
1585195200.0,0,0.0,0,11,1337,1348,1
1585195200.0,1,0.0,0,9,374,383,1
1585281600.0,1,0.0,0,9,1102,1111,1
1585281600.0,1,2.0,2,11,705,716,1
1585281600.0,1,0.0,0,12,294,306,1
1585281600.0,1,0.0,0,11,1375,1386,1
1585281600.0,0,0.0,0,6,61,67,1
1585281600.0,1,8.0,8,12,495,507,1
1585281600.0,1,0.0,0,12,1109,1121,1
1585281600.0,1,0.0,0,8,905,913,1
1585281600.0,1,2.0,2,12,786,798,1
1585281600.0,1,0.0,0,9,1064,1073,1
1585281600.0,1,0.0,0,14,562,576,1
1585281600.0,1,2.0,2,8,590,598,1
1585281600.0,1,0.0,0,6,1428,1434,1
1585281600.0,0,0.0,0,14,312,326,1
1585368000.0,1,0.0,0,13,534,547,1
1585368000.0,1,1.0,1,9,503,512,1
1585454400.0,0,0.0,0,9,261,270,1
1585540800.0,1,0.0,0,10,530,540,1
1585540800.0,1,0.0,0,14,96,110,1
1585540800.0,3,2.3333333333333335,2,9,227,236,1
1585540800.0,0,0.0,0,8,555,563,1
1585540800.0,0,0.0,0,11,962,973,1
1585540800.0,2,1.0,1,12,1350,1362,1
1585540800.0,0,0.0,0,6,1927,1933,1
1585540800.0,0,0.0,0,4,93,97,1
1585540800.0,0,0.0,0,8,214,222,1
1585627200.0,0,0.0,0,11,1593,1604,1
1585627200.0,1,0.0,0,12,1776,1788,1
1585627200.0,1,2.0,2,12,456,468,1
1585627200.0,1,0.0,0,15,374,389,1
1585627200.0,1,0.0,0,13,618,631,1
1585627200.0,1,0.0,0,12,1162,1174,1
1585627200.0,1,8.0,8,14,794,808,1
1585713600.0,0,0.0,0,4,506,510,1
1585713600.0,1,8.0,8,10,594,604,1
1585713600.0,0,0.0,0,15,369,384,1
1585713600.0,0,0.0,0,4,440,444,1
1585713600.0,1,8.0,8,12,295,307,1
1585713600.0,2,1.0,1,13,1340,1353,1
1585713600.0,0,0.0,0,6,134,140,1
1585713600.0,0,0.0,0,8,102,110,1
1585713600.0,1,0.0,0,11,577,588,1
1585713600.0,1,0.0,0,15,817,832,1
1585713600.0,0,0.0,0,10,189,199,1
1585800000.0,1,0.0,0,12,326,338,1
1585800000.0,1,0.0,0,9,1079,1088,1
1585800000.0,0,0.0,0,12,139,151,1
1585800000.0,1,0.0,0,15,1982,1997,1
1585800000.0,1,0.0,0,12,326,338,1
1585800000.0,1,2.0,2,14,1046,1060,1
1585800000.0,1,8.0,8,10,538,548,1
1585800000.0,1,3.0,3,7,605,612,1
1585800000.0,1,1.0,1,9,197,206,1
1585800000.0,1,1.0,1,14,344,358,1
1585800000.0,1,1.0,1,8,315,323,1
1585800000.0,1,0.0,0,14,605,619,1
1585800000.0,0,0.0,0,9,141,150,1
1585800000.0,0,0.0,0,7,564,571,1
1585886400.0,0,0.0,0,7,1041,1048,1
1585886400.0,0,0.0,0,6,390,396,1
1585886400.0,1,0.0,0,12,441,453,1
1585886400.0,1,1.0,1,13,296,309,1
1585886400.0,0,0.0,0,12,1480,1492,1
1585886400.0,1,0.0,0,10,744,754,1
1585886400.0,1,0.0,0,12,647,659,1
1585886400.0,0,0.0,0,5,330,335,1
1585886400.0,1,0.0,0,9,605,614,1
1585886400.0,1,0.0,0,12,1447,1459,1
1585972800.0,1,0.0,0,16,1375,1391,1
1585972800.0,1,0.0,0,6,4014,4020,0
1585972800.0,1,0.0,0,12,582,594,1
1586059200.0,2,1.0,1,8,1448,1456,1
1586145600.0,0,0.0,0,3,996,999,1
1586145600.0,1,0.0,0,14,901,915,1
1586145600.0,1,0.0,0,9,96,105,1
1586145600.0,1,0.0,0,3,808,811,1
1586145600.0,0,0.0,0,9,355,364,1
1586145600.0,1,0.0,0,11,466,477,1
1586145600.0,1,0.0,0,16,363,379,1
1586145600.0,1,0.0,0,12,396,408,1
1586145600.0,2,1.0,1,12,673,685,1
1586145600.0,1,0.0,0,8,974,982,1
1586145600.0,0,0.0,0,12,4024,4036,1
1586145600.0,1,1.0,1,8,445,453,1
1586145600.0,1,0.0,0,16,675,691,1
1586232000.0,1,0.0,0,12,273,285,1
1586232000.0,1,0.0,0,8,119,127,1
1586232000.0,1,3.0,3,12,264,276,1
1586232000.0,0,0.0,0,11,454,465,1
1586232000.0,1,0.0,0,12,223,235,1
1586232000.0,0,0.0,0,13,536,549,1
1586232000.0,0,0.0,0,10,857,867,1
1586232000.0,1,0.0,0,7,691,698,1
1586232000.0,1,8.0,8,12,734,746,1
1586318400.0,1,0.0,0,12,740,752,1
1586318400.0,1,1.0,1,11,1525,1536,1
1586318400.0,1,0.0,0,9,223,232,1
1586318400.0,0,0.0,0,9,2133,2142,1
1586318400.0,1,0.0,0,10,1035,1045,1
1586404800.0,0,0.0,0,9,1032,1041,1
1586404800.0,0,0.0,0,7,819,826,1
1586404800.0,1,0.0,0,11,512,523,1
1586404800.0,1,0.0,0,14,735,749,1
1586404800.0,1,0.0,0,5,229,234,1
1586404800.0,0,0.0,0,10,4418,4428,1
1586404800.0,1,1.0,1,12,428,440,1
1586404800.0,1,2.0,2,10,1602,1612,1
1586404800.0,0,0.0,0,7,4921,4928,1
1586404800.0,1,5.0,5,9,1282,1291,1
1586404800.0,1,0.0,0,11,7163,7174,1
1586404800.0,1,2.0,2,14,2033,2047,1
1586404800.0,1,0.0,0,11,364,375,1
1586491200.0,0,0.0,0,10,422,432,1
1586491200.0,1,0.0,0,14,545,559,1
1586491200.0,0,0.0,0,6,244,250,1
1586491200.0,1,8.0,8,9,3669,3678,1
1586491200.0,1,2.0,2,12,1269,1281,1
1586491200.0,1,0.0,0,13,241,254,1
1586491200.0,1,0.0,0,9,746,755,1
1586491200.0,1,0.0,0,12,246,258,1
1586491200.0,1,0.0,0,7,963,970,1
1586491200.0,1,2.0,2,10,289,299,1
1586491200.0,1,2.0,2,10,401,411,1
1586491200.0,1,0.0,0,10,1063,1073,1
1586491200.0,0,0.0,0,16,847,863,1
1586577600.0,1,1.0,1,6,509,515,1
1586577600.0,0,0.0,0,15,1665,1680,1
1586577600.0,0,0.0,0,10,264,274,1
1586577600.0,1,1.0,1,6,538,544,1
1586577600.0,0,0.0,0,11,3820,3831,1
1586664000.0,4,3.0,3,14,2531,2545,1
1586750400.0,0,0.0,0,5,539,544,1
1586750400.0,1,0.0,0,10,591,601,1
1586750400.0,1,0.0,0,11,554,565,1
1586750400.0,0,0.0,0,9,70,79,1
1586750400.0,0,0.0,0,14,668,682,1
1586750400.0,0,0.0,0,9,693,702,1
1586750400.0,1,0.0,0,13,96,109,1
1586750400.0,1,0.0,0,11,560,571,1
1586750400.0,1,0.0,0,9,1593,1602,1
1586750400.0,2,2.0,2,17,521,538,1
1586750400.0,1,0.0,0,10,840,850,1
1586750400.0,0,0.0,0,10,1691,1701,1
1586750400.0,2,1.0,1,13,1298,1311,1
1586750400.0,1,0.0,0,8,407,415,1
1586750400.0,0,0.0,0,8,474,482,1
1586750400.0,0,0.0,0,11,185,196,1
1586750400.0,2,2.5,2,10,776,786,1
1586836800.0,0,0.0,0,9,1336,1345,1
1586836800.0,1,2.0,2,13,588,601,1
1586836800.0,1,2.0,2,9,486,495,1
1586836800.0,1,0.0,0,11,237,248,1
1586836800.0,1,3.0,3,16,798,814,1
1586836800.0,1,1.0,1,11,835,846,1
1586836800.0,1,0.0,0,16,416,432,1
1586836800.0,0,0.0,0,8,254,262,1
1586923200.0,1,0.0,0,8,336,344,1
1586923200.0,1,0.0,0,8,762,770,1
1586923200.0,1,0.0,0,7,308,315,1
1586923200.0,0,0.0,0,12,2200,2212,1
1586923200.0,1,0.0,0,10,293,303,1
1586923200.0,0,0.0,0,8,454,462,1
1586923200.0,2,1.0,1,9,1184,1193,1
1586923200.0,2,3.0,3,9,292,301,1
1586923200.0,0,0.0,0,7,507,514,1
1587009600.0,1,0.0,0,14,619,633,1
1587009600.0,0,0.0,0,7,134,141,1
1587009600.0,1,1.0,1,12,225,237,1
1587009600.0,0,0.0,0,9,921,930,1
1587009600.0,1,0.0,0,8,265,273,1
1587009600.0,1,0.0,0,5,988,993,1
1587009600.0,0,0.0,0,15,515,530,1
1587009600.0,1,0.0,0,14,471,485,1
1587009600.0,1,8.0,8,11,758,769,1
1587009600.0,1,0.0,0,8,734,742,1
1587009600.0,0,0.0,0,17,4774,4791,1
1587009600.0,1,0.0,0,12,1048,1060,1
1587009600.0,0,0.0,0,8,569,577,1
1587009600.0,1,0.0,0,15,387,402,1
1587096000.0,1,0.0,0,6,639,645,1
1587096000.0,1,0.0,0,9,717,726,1
1587096000.0,1,1.0,1,10,654,664,1
1587096000.0,1,8.0,8,10,393,403,1
1587096000.0,1,0.0,0,8,1192,1200,1
1587096000.0,1,0.0,0,12,790,802,1
1587096000.0,0,0.0,0,22,2102,2124,1
1587096000.0,0,0.0,0,8,493,501,1
1587096000.0,0,0.0,0,13,6202,6215,1
1587096000.0,0,0.0,0,7,2293,2300,1
1587096000.0,1,0.0,0,9,1784,1793,1
1587096000.0,0,0.0,0,10,5594,5604,0
1587096000.0,1,0.0,0,10,1816,1826,1
1587096000.0,1,0.0,0,11,216,227,1
1587096000.0,1,0.0,0,9,361,370,1
1587096000.0,1,0.0,0,12,819,831,1
1587182400.0,1,0.0,0,12,1177,1189,1
1587182400.0,1,8.0,8,11,191,202,1
1587182400.0,1,0.0,0,19,1235,1254,1
1587182400.0,1,0.0,0,10,617,627,1
1587182400.0,1,1.0,1,10,516,526,1
1587182400.0,1,0.0,0,10,6336,6346,1
1587268800.0,1,0.0,0,11,449,460,1
1587355200.0,1,0.0,0,14,308,322,1
1587355200.0,1,0.0,0,11,330,341,1
1587355200.0,0,0.0,0,11,325,336,1
1587355200.0,1,0.0,0,10,1312,1322,1
1587355200.0,0,0.0,0,12,434,446,1
1587355200.0,1,3.0,3,13,800,813,1
1587355200.0,0,0.0,0,11,6034,6045,1
1587355200.0,1,3.0,3,10,688,698,1
1587355200.0,0,0.0,0,17,995,1012,1
1587355200.0,0,0.0,0,9,911,920,1
1587355200.0,1,0.0,0,11,1393,1404,1
1587355200.0,1,0.0,0,10,96,106,1
1587355200.0,1,1.0,1,8,1022,1030,1
1587355200.0,1,8.0,8,9,1039,1048,1
1587355200.0,0,0.0,0,26,770,796,1
1587355200.0,1,8.0,8,14,425,439,1
1587441600.0,1,8.0,8,13,1052,1065,1
1587441600.0,1,0.0,0,11,673,684,1
1587441600.0,1,0.0,0,10,4499,4509,1
1587441600.0,1,8.0,8,9,350,359,1
1587441600.0,1,1.0,1,13,466,479,1
1587441600.0,1,0.0,0,12,448,460,1
1587441600.0,0,0.0,0,9,970,979,1
1587441600.0,1,2.0,2,22,863,885,1
1587441600.0,0,0.0,0,11,451,462,1
1587441600.0,1,0.0,0,13,843,856,1
1587441600.0,1,0.0,0,6,1550,1556,1
1587441600.0,1,0.0,0,9,374,383,1
1587528000.0,1,0.0,0,12,338,350,1
1587528000.0,1,0.0,0,9,675,684,1
1587528000.0,0,0.0,0,9,3721,3730,1
1587528000.0,0,0.0,0,6,1166,1172,1
1587528000.0,1,1.0,1,10,203,213,1
1587528000.0,1,0.0,0,12,1124,1136,1
1587528000.0,1,0.0,0,11,639,650,1
1587528000.0,0,0.0,0,12,733,745,1
1587528000.0,1,0.0,0,11,645,656,1
1587614400.0,1,0.0,0,11,711,722,1
1587614400.0,0,0.0,0,15,1384,1399,1
1587614400.0,1,1.0,1,13,415,428,1
1587614400.0,1,1.0,1,14,199,213,1
1587614400.0,1,3.0,3,6,849,855,1
1587614400.0,0,0.0,0,14,374,388,1
1587614400.0,0,0.0,0,8,637,645,1
1587614400.0,4,4.0,4,11,796,807,1
1587614400.0,0,0.0,0,17,597,614,1
1587614400.0,0,0.0,0,13,898,911,1
1587614400.0,0,0.0,0,14,851,865,1
1587614400.0,0,0.0,0,9,2356,2365,1
1587700800.0,1,9.0,9,11,415,426,1
1587700800.0,1,0.0,0,16,819,835,1
1587700800.0,1,0.0,0,11,369,380,1
1587700800.0,0,0.0,0,8,3675,3683,1
1587700800.0,0,0.0,0,15,298,313,1
1587700800.0,1,0.0,0,11,269,280,1
1587700800.0,1,9.0,9,13,486,499,1
1587700800.0,0,0.0,0,6,358,364,1
1587700800.0,0,0.0,0,22,1551,1573,1
1587700800.0,1,0.0,0,14,41,55,1
1587700800.0,1,8.0,8,16,695,711,1
1587700800.0,1,0.0,0,8,1848,1856,1
1587700800.0,0,0.0,0,11,820,831,1
1587700800.0,2,2.0,2,11,473,484,1
1587700800.0,1,0.0,0,14,382,396,1
1587700800.0,0,0.0,0,6,993,999,1
1587787200.0,0,0.0,0,17,757,774,1
1587787200.0,1,8.0,8,13,250,263,1
1587787200.0,1,0.0,0,11,650,661,1
1587787200.0,1,1.0,1,11,525,536,1
1587787200.0,1,8.0,8,12,183,195,1
1587787200.0,1,0.0,0,11,874,885,1
1587873600.0,1,0.0,0,10,485,495,1
1587873600.0,1,0.0,0,14,2102,2116,1
1587873600.0,0,0.0,0,11,429,440,1
1587873600.0,1,8.0,8,13,336,349,1
1587873600.0,1,0.0,0,15,3307,3322,1
1587960000.0,0,0.0,0,7,305,312,1
1587960000.0,0,0.0,0,13,2029,2042,1
1587960000.0,0,0.0,0,11,186,197,1
1587960000.0,2,1.0,1,14,1711,1725,1
1587960000.0,1,3.0,3,12,370,382,1
1587960000.0,1,0.0,0,12,807,819,1
1587960000.0,1,0.0,0,12,1546,1558,1
1587960000.0,0,0.0,0,11,217,228,1
1587960000.0,1,0.0,0,11,96,107,1
1587960000.0,1,1.0,1,9,573,582,1
1587960000.0,1,0.0,0,11,404,415,1
1587960000.0,1,0.0,0,10,2140,2150,1
1587960000.0,1,3.0,3,8,659,667,1
1587960000.0,1,0.0,0,14,800,814,1
1587960000.0,2,2.0,2,17,704,721,1
1587960000.0,1,0.0,0,11,1349,1360,1
1587960000.0,2,2.5,2,9,1453,1462,1
1588046400.0,0,0.0,0,9,145,154,1
1588046400.0,1,1.0,1,12,357,369,1
1588046400.0,1,0.0,0,9,940,949,1
1588046400.0,1,0.0,0,13,665,678,1
1588046400.0,1,2.0,2,11,304,315,1
1588046400.0,0,0.0,0,10,931,941,1
1588046400.0,1,1.0,1,8,293,301,1
1588046400.0,1,8.0,8,7,460,467,1
1588046400.0,0,0.0,0,9,468,477,1
1588046400.0,1,3.0,3,20,665,685,1
1588046400.0,1,2.0,2,16,515,531,1
1588046400.0,2,1.0,1,9,1588,1597,1
1588046400.0,1,0.0,0,13,270,283,1
1588046400.0,1,8.0,8,11,376,387,1
1588046400.0,1,8.0,8,13,635,648,1
1588046400.0,0,0.0,0,9,546,555,1
1588046400.0,0,0.0,0,12,385,397,1
1588046400.0,0,0.0,0,15,590,605,1
1588046400.0,0,0.0,0,10,2851,2861,1
1588046400.0,0,0.0,0,9,1323,1332,1
1588132800.0,0,0.0,0,10,197,207,1
1588132800.0,0,0.0,0,15,816,831,1
1588132800.0,1,0.0,0,9,1555,1564,1
1588132800.0,1,0.0,0,14,1994,2008,1
1588132800.0,1,9.0,9,9,523,532,1
1588132800.0,1,2.0,2,13,491,504,1
1588132800.0,1,0.0,0,11,3016,3027,1
1588132800.0,1,0.0,0,11,1010,1021,1
1588132800.0,1,8.0,8,10,220,230,1
1588132800.0,1,9.0,9,12,767,779,1
1588132800.0,1,0.0,0,16,1473,1489,1
1588132800.0,1,2.0,2,13,809,822,1
1588132800.0,1,0.0,0,16,371,387,1
1588132800.0,3,2.0,2,12,2821,2833,1
1588132800.0,0,0.0,0,12,125,137,1
1588132800.0,2,1.0,1,15,397,412,1
1588132800.0,1,8.0,8,14,662,676,1
1588132800.0,1,0.0,0,13,2001,2014,1
1588132800.0,2,1.5,1,17,922,939,1
1588132800.0,1,0.0,0,7,1071,1078,1
1588132800.0,0,0.0,0,14,358,372,1
1588132800.0,1,0.0,0,7,366,373,1
1588132800.0,1,0.0,0,15,408,423,1
1588219200.0,1,1.0,1,12,333,345,1
1588219200.0,2,1.0,1,11,396,407,1
1588219200.0,0,0.0,0,13,599,612,1
1588219200.0,1,0.0,0,12,545,557,1
1588219200.0,1,1.0,1,12,1361,1373,1
1588219200.0,1,1.0,1,11,340,351,1
1588219200.0,1,1.0,1,11,799,810,1
1588219200.0,0,0.0,0,18,2060,2078,1
1588219200.0,1,2.0,2,17,548,565,1
1588219200.0,1,0.0,0,8,312,320,1
1588219200.0,2,5.0,5,8,413,421,1
1588219200.0,1,8.0,8,7,863,870,1
1588219200.0,1,0.0,0,9,2019,2028,1
1588219200.0,0,0.0,0,9,826,835,1
1588219200.0,1,3.0,3,13,645,658,1
1588219200.0,0,0.0,0,11,220,231,1
1588219200.0,0,0.0,0,14,783,797,1
1588219200.0,1,0.0,0,8,1201,1209,1
1588219200.0,1,2.0,2,8,454,462,1
1588219200.0,0,0.0,0,9,611,620,1
1588219200.0,0,0.0,0,7,669,676,1
1588219200.0,1,0.0,0,14,749,763,1
1588219200.0,0,0.0,0,13,1046,1059,1
1588219200.0,2,1.0,1,8,1111,1119,1
1588219200.0,0,0.0,0,10,792,802,1
1588219200.0,0,0.0,0,18,477,495,1
1588219200.0,0,0.0,0,13,1314,1327,1
1588219200.0,1,0.0,0,13,265,278,1
1588219200.0,1,0.0,0,8,991,999,1
1588219200.0,2,1.0,1,7,1875,1882,1
1588219200.0,0,0.0,0,8,270,278,1
1588305600.0,1,0.0,0,10,237,247,1
1588305600.0,1,0.0,0,5,1808,1813,1
1588305600.0,1,1.0,1,11,677,688,1
1588305600.0,1,8.0,8,11,638,649,1
1588305600.0,0,0.0,0,8,549,557,1
1588305600.0,0,0.0,0,10,810,820,1
1588305600.0,1,0.0,0,15,1091,1106,1
1588305600.0,1,0.0,0,13,526,539,1
1588305600.0,0,0.0,0,9,197,206,1
1588305600.0,1,0.0,0,13,573,586,1
1588305600.0,0,0.0,0,12,2804,2816,1
1588305600.0,1,0.0,0,9,1088,1097,1
1588305600.0,1,1.0,1,8,569,577,1
1588305600.0,1,0.0,0,8,1318,1326,1
1588305600.0,1,0.0,0,15,363,378,1
1588305600.0,0,0.0,0,6,290,296,1
1588305600.0,1,0.0,0,17,292,309,1
1588305600.0,1,8.0,8,13,1052,1065,1
1588305600.0,3,2.0,2,10,2053,2063,1
1588305600.0,2,2.5,2,13,785,798,1
1588305600.0,2,1.0,1,10,1132,1142,1
1588305600.0,1,0.0,0,12,968,980,1
1588305600.0,1,0.0,0,9,1156,1165,1
1588305600.0,1,0.0,0,10,712,722,1
1588305600.0,1,0.0,0,13,591,604,1
1588305600.0,2,1.0,1,13,1426,1439,1
1588392000.0,1,0.0,0,19,693,712,1
1588392000.0,1,0.0,0,4,556,560,1
1588392000.0,2,4.5,4,14,965,979,1
1588392000.0,1,0.0,0,11,948,959,1
1588392000.0,1,1.0,1,9,548,557,1
1588392000.0,1,0.0,0,13,1072,1085,1
1588478400.0,0,0.0,0,13,1849,1862,1
1588478400.0,1,0.0,0,13,1613,1626,1
1588478400.0,1,0.0,0,14,811,825,1
1588478400.0,0,0.0,0,11,355,366,1
1588478400.0,1,0.0,0,14,2602,2616,1
1588478400.0,1,0.0,0,14,2031,2045,1
1588478400.0,1,0.0,0,9,1914,1923,1
1588478400.0,0,0.0,0,14,1979,1993,1
1588564800.0,0,0.0,0,9,537,546,1
1588564800.0,0,0.0,0,10,808,818,1
1588564800.0,1,1.0,1,8,196,204,1
1588564800.0,1,1.0,1,11,770,781,1
1588564800.0,0,0.0,0,13,823,836,1
1588564800.0,1,1.0,1,10,238,248,1
1588564800.0,2,1.0,1,10,1971,1981,1
1588564800.0,1,0.0,0,12,709,721,1
1588564800.0,1,1.0,1,9,272,281,1
1588564800.0,1,0.0,0,14,414,428,1
1588564800.0,1,0.0,0,8,1411,1419,1
1588564800.0,0,0.0,0,10,661,671,1
