news_id,url,publisher,publish_date,author,title,image,body_text,news_guard_score,mbfc_level,political_bias,country
17,https://www.rt.com/sport/489587-dana-white-conor-mcgregor-video/,RT News,2020-05-23,[],'This sh*t is funny': UFC boss Dana White tweets out hilarious 'Conor McGregor raging bull' video,https://cdni.rt.com/files/2020.05/article/5ec952c085f540187c1eb958.jpg,"Dana White was clearly tickled by a viral video featuring UFC megastar Conor McGregor as a 'rampaging bull', sharing the comedic clip with his millions of followers with the message: “IDK who made this but this sh*t is funny!”

President of the UFC he may be, but White isn’t averse to being the butt of a joke now and then.

He proved that on Saturday when he tweeted a hilarious video at ‘The Notorious’ McGregor, which featured the fiery Dubliner initially as a crocodile menacing the waters before he emerges as a bull raging through the streets, running after spectators and tossing them over walls with big punches - before finally landing a huge right-hook on 50-year-old Dana himself.

Idk who made this bit this shit is FUNNY!!! @TheNotoriousMMApic.twitter.com/etSqOK10Sz — danawhite (@danawhite) May 23, 2020

The video, which has actually been doing the rounds online for some time, is backed by some riotous UFC commentary of some of McGregor’s most famous and controversial moments.

It also features a slightly tubby schoolkid sobbing in terror as the Notorious pops up at his car window and screams at him with his famous pre-fight war cry.

All told, it’s been an interesting weekend so far for McGregor, who earlier in the day tweeted out his rankings for the greatest MMA fighter of all time - but didn’t put himself as number one - well, not yet anyway.

Also on rt.com Conor McGregor reveals his GOATs of MMA list... and surprisingly he's not top of the pile

McGregor is no doubt in Dana White’s good books after he took to social media earlier this week to tell his millions of fans how impressed he was by the UFC rallying to put on three shows in a week in Jacksonville this month despite the global lockdown due to coronavirus.",32.5,Very low,Right-center,Russia
18,https://www.rt.com/sport/489576-la-liga-return-june-8/,RT News,2020-05-23,[],Green light: Spanish government gives go-ahead for La Liga resumption from June 8,https://cdni.rt.com/files/2020.05/article/5ec927ff85f54023fc78e4f4.JPG,"Spanish football appears set to emerge from its coronavirus hiatus next month after government officials gave their blessing to the resumption of football after a two-month break amid the ongoing coronavirus pandemic.

Spanish Prime Minister Pedro Sanchez has given his blessing for the return of football from the week starting June 8 after it had been suspended since mid-March, but football authorities have been assessing the situation in a bid to conclude the campaign should the public health situation allow for it.

La Liga officials have been pushing for a June 12 restart date, and Sanchez's announcement now gives the league a concrete return date to target.

""Spain has done what it should and now new horizons are opening for everyone,"" Sanchez announced on Saturday.

""The time has come to resume many daily activities. From June 8, La Liga will return to football.""

La Liga president Javier Tebas indicated earlier this week that he was confident that the league could return to action shortly, so long as the necessary clearance was given from public health officials - and Sanchez's dictum clears a path for this to become possible.

Estamos muy contentos por la decisión, es fruto del gran trabajo de clubes, jugadores, técnicos... CSD y agentes implicados. Pero es muy importante seguir las normas sanitarias y que la evolución de la pandemia nos respete, no podemos bajar la guardia.#VolverEsGanar. https://t.co/uBYZgFD9wv — Javier Tebas Medrano (@Tebasjavier) May 23, 2020

A small point but worth making: lots of breaking news popping up saying La Liga returns on June 8.Not necessarily.*Week of* June 8 (when Spain formally shifts phases per government protocol). No actual date decided yet, preference was for June 12, which may be maintained. — Sid Lowe (@sidlowe) May 23, 2020

""We are very happy with the decision, it is the result of the great work of clubs, players, coaches ... CSD and agents involved,"" Tebas wrote on Twitter Saturday via translation.

""But it is very important to follow the sanitary norms and that the evolution of the pandemic respects us, we cannot lower our guard.""

Spanish teams were granted permission to return to training this week with players exercising in groups of no more than 10, and it seems likely that social distancing practices will need to be adhered to as football emerges from its virus-induced slumber.

Also on rt.com Which of Europe's footballing elite could be the biggest WINNERS and LOSERS from the coronavirus chaos?

Widespread Covid-19 tests have been made available for players in Spain's top two divisions before the return to training in mid May. Five players tested positive for the potentially deadly virus and were placed into isolation.

Following the lead from other European leagues which have resumed play, most notably the German Bundesliga, La Liga games will take place behind closed doors - though Spanish national team coach Luis Enrique has signalled his disapproval of the safety measure, saying this week that playing football in an empty stadium is akin to ""dancing with your own sister.""

""But you have to understand that football is a business – and it will help to pass the time during lockdown,"" he conceded.",32.5,Very low,Right-center,Russia
19,https://www.rt.com/sport/489565-paige-van-zant-money-fight/,RT News,2020-05-23,[],UFC bombshell Paige VanZant forecasts 'money fight' with Amanda Ribas amid contract negotiations,https://cdni.rt.com/files/2020.05/article/5ec9242585f540187c1eb931.jpg,"Sports Illustrated stunner and MMA knockout Paige VanZant is eager to prove her worth to the UFC amid ongoing contract negotiations with the company, after revealing she makes more money via Instagram than she does in the cage.

Despite only boasting what could be describing as an average record in the Ultimate Fighting Championship, the 26-year-old VanZant has become one of the faces of the female fight game.

Her profile has grown considerably in recent years owing to being featured on the US version of 'Dancing With The Stars', as well as stripping off for the annual Sports Illustrated swimsuit edition.

Also on rt.com 'Coming to an island near you': UFC's Paige VanZant FINALLY teases fight after spending covid lockdown training & posting nudes

However, VanZant has apparently being increasingly of the opinion that her UFC pay-packet doesn't quite match her profile outside of the Octagon and appears keen to demonstrate her value to the organization ahead of an upcoming showdown with the 9-1 Brazilian Amanda Ribas.

It was reported by ESPN that VanZant will take on the surging Ribas on July 11. A location hasn't been officially confirmed, though a post on VanZant's Instagram stated that she will be ""coming to an island near you,"" in an apparent reference to Dana White's novel 'Fight Island' concept.

The UFC president has remained steadfastly tight-lipped as to the specifics of 'Fight Island', but it is thought that the idea will become a reality this summer and is designed as a method to have fighters based within the United States compete against athletes from outside the country as a means to bypass travel restrictions into the country amid the ongoing coronavirus pandemic.

Injury has kept VanZant out of the cage since a January 2019 win against Rachael Ostovich. She was scheduled to fight Ribas in March before being forced to withdraw with an arm injury, with the Brazilian fighting and defeating Rando Markos in VanZant's place.

The fight will represent that final bout on VanZant's UFC contract, after which she has suggested she will test the free agency market where it is likely she will receive interest from other MMA leagues. However, VanZant's growing reputation - coupled with an impressive performance against Ribas - could force the UFC's hand in handing her an improved deal.

""I want to prove my worth,"" VanZant said last month. ""You truly can’t find what your value is until you’re a free agent. When you’re locked into a contract, the only people that can set your value are the people that you’re signed with.""

""Change is very hard, but I’m looking for the best opportunity for my future and I don’t know what that is,"" she explained.

""I think it’s going to take negotiation with the UFC and negotiations with other organizations to know who’s going to offer me the brighter future. It might come down to other factors outside just a dollar figure. It’s really about who’s going to propel me to the best of their ability.""

VanZant garnered significant attention online in recent months by posting a series of semi-nude photographs alongside her husband, Bellator welterweight prospect Austin Vanderford - and has admitted that the money she receives from Instagram endorsements outstrips that of her UFC deal.

Also on rt.com 'It's not a social media stunt': UFC knockout Paige VanZant opens up on sizzling nude Instagram snaps (PHOTOS)

""If I were to stop everything I do outside of fighting and just fight, I would be at a loss. By a long shot,"" VanZant said in 2019.

And it seems likely that if Dana White is unwilling to cut the star an improved check, there is a realistic scenario where VanZant lines up alongside her husband as the latest UFC refugee to move to Bellator in pursuit of a sturdier salary.",32.5,Very low,Right-center,Russia
20,https://www.rt.com/sport/489566-danish-football-aarhus-virtual-grandstand/,RT News,2020-05-23,[],The future of football? Danish club unveil first-ever 'Virtual Grandstand' to allow fans to attend games via Zoom,https://cdni.rt.com/files/2020.05/article/5ec90aa72030277e897f921b.JPG,"After two months without football, Danish Superliga team AGF Aarhus are now offering virtual tickets to their upcoming game against rivals Randers FC, meaning watching fans will appear on giant screens inside the stadium.

As if the world of sport hadn’t got surreal enough in these unusual times what with spectators being replaced by cardboard cut-outs and sex dolls, fans of one team in Denmark are now able to grab free tickets for their games - and cheer them on inside the ground via online chat platform Zoom.

AGF Aarhus of the Danish Superliga have announced they are erecting giant screens inside 22 sections of their Ceres Park stadium, on which the players will be able to see the faces of watching fans cheering them on from the comfort of their own homes.

🇩🇰 Danish club AGF Aarhus will play in front of fans when their season resumesHow you might ask? Simple. Via Zoom 🖥The club plans to mount screens in the stands. Tickets are free, with 22 different sections to choose from 🎫Innovation ⚽️🖥 pic.twitter.com/E4LajIABaN — Owuraku Ampofo (@_owurakuampofo) May 22, 2020

The fans will also be able to pick sections when choosing tickets for the upcoming game against their local rivals Randers FC on May 28 that will allow them to ‘sit’ alongside their friends in the Superliga’s first game back since lockdown due to the coronavirus. So while they may not be able to actually go to the stadium, they will be able to ‘gather’ as the match begins.

Also on rt.com 'Humiliating women': South Korean club slapped with record fine for placing SEX DOLLS in stands

The screens and technology involved will take 23 people to operate and the sections will be monitored to ensure home, away and neutral fans aren’t located on the same virtual screen. Although you would imagine the prospect of any fights breaking out must be fairly low.

AGF’s CEO Jacob Nielsen certainly seems excited about the project, saying: “It will be the first tournament match in a long time. We are celebrating that with a historic digital initiative, and we are proud to be the first club in the world to use it.

""Now it seems that we have to do without spectators for a while, so maybe we can inspire a similar initiative at other clubs that can also benefit from it in the coming time.”",32.5,Very low,Right-center,Russia
21,https://www.rt.com/sport/489562-nba-legend-patrick-ewing-coronavirus/,RT News,2020-05-23,[],NBA legend Patrick Ewing in hospital after testing positive for Covid-19,https://cdni.rt.com/files/2020.05/article/5ec8fd8920302707a401e96d.JPG,"Basketball icon Patrick Ewing, 57, has revealed he has tested positive for the coronavirus, urging fans ""not to take the virus lightly"" as he received treatment in hospital.

The current head coach of Georgetown University men’s team sent out a statement on Twitter that revealed his result alongside a message that read:

“I want to share that I have tested positive for COVID-19. This virus is serious and should not be taken lightly. I want to encourage everyone to stay safe and take care of yourselves and your loved ones.”

I want to share that I have tested positive for COVID-19. This virus is serious and should not be taken lightly. I want to encourage everyone to stay safe and take care of yourselves and your loved ones. pic.twitter.com/a2fMuhIZyG — Patrick Ewing (@CoachEwing33) May 22, 2020

An 11-time NBA All-star, Ewing decided to share the news to show that the virus could affect anyone, regardless of wealth or status.

He immediately began to receive messages of support from the basketball world.

I went to war with you for ten years. I won’t leave you on the battlefield now. Get well Patrick. More fights ahead. @CoachEwing33#BrothersFight#PatrickEwing#GetWellBrotherpic.twitter.com/1ZkR03bccc — Charles Oakley (@CharlesOakley34) May 23, 2020

Was such a thrill when we had Patrick Ewing on #TheJump a couple weeks ago - now he's in the hospital with COVID. This virus moves quickly and mercilessly. Please be safe out there, everyone. pic.twitter.com/BPVUhGlrU6 — Rachel Nichols (@Rachel__Nichols) May 22, 2020

Officially one of the NBA’s 50 greatest players of all time, Ewing spent the majority of his 17-year playing career at the New York Knicks, before a spell at Seattle Sounders and Orlando Magic. He has been Georgetown’s Head Coach since 2017.

The statement from Georgetown also revealed that Ewing is currently receiving care while isolated at a local hospital and that no other members of staff or players tested positive.",32.5,Very low,Right-center,Russia
22,https://www.rt.com/sport/489558-ufc-dana-white-live-fight-island-month/,RT News,2020-05-23,[],UFC boss Dana White says he'll live on Fight Island 'for entire month' - but location remains a mystery,https://cdni.rt.com/files/2020.05/article/5ec8f6f820302707a401e967.JPG,"Dana White says he is planning to spend the whole of July on the UFC's fabled 'Fight Island' as the promotion switches events there during the Covid-19 fallout - but the location of the island remains a closely-guarded secret.

The UFC recently got back up and running with three events in a week in Jacksonville, Florida, and has another card planned for May 30 at its own Apex venue in Las Vegas - subject to Nevada state approval.

Beyond that, White says he is planning on finally putting his 'Fight Island' plan into action - an idea which first emerged when the coronavirus outbreak began to ravage sport in the US.

READ MORE: 'Fight Island' is real: UFC files 22 new trademarks for 'Fight Island' and 'UFC Fight Island' ahead of COVID-19 comeback (VIDEO)

“People are very intrigued by ‘Fight Island,’ and I’m excited for it,” White told ESPN on Friday.

“Right now, we’re looking at June and we’re literally going to knock out three or four fights there in a month… I’ll probably be there the whole month of July.”@danawhite gives @Jon_Anik the latest update on Fight Island 🏝 pic.twitter.com/J5r6dbHnFn — ESPN MMA (@espnmma) May 22, 2020

“Right now we’re looking at June, and we’re literally gonna knock out three or four (events) there in a month.

""And I’m gonna stay on the island for a month. I’ll probably be there the whole month of July.”

The location of the island remains a secret, although White has previously said it will be in international waters, and will provide a primary opportunity for non-US-based fighters to compete while the Covid-19 pandemic subsides.

While no official cards have been confirmed for the venue, one person excited to fight there is women's flyweight Paige VanZant, who this week teased her comeback fight with the line ""coming to an island near you.""

Also on rt.com 'Coming to an island near you': UFC's Paige VanZant FINALLY teases fight after spending covid lockdown training & posting nudes

Elsewhere, Amanda Nunes is officially confirmed to defend her featherweight title against Felicia Spencer in the headline bout of the landmark UFC 250 on June 6, although a venue has not yet been confirmed for the event.",32.5,Very low,Right-center,Russia
23,https://www.rt.com/sport/489242-khabib-father-abdulmanap-nurmagomedov-coronavirus-gadzhiev/,RT News,2020-05-20,[],'Why didn't they help him?' MMA promoter claims Khabib's father Abdulmanap was sick for 10 DAYS before receiving assistance,https://cdni.rt.com/files/2020.05/article/5ec5567c2030271003627b35.jpg,"Abdulmanap Nurmagomedov, who is in a medically-induced coma with heart problems complicated by COVID-19, suffered without treatment for 10 days in Dagestan before receiving the necessary medical assistance.

The UFC lightweight champion’s father was feeling ill in Dagestan but faced a long wait before receiving medical attention because of a lack of understanding about the deadly virus in his homeland, Russian MMA promotion Fight Nights Global boss Kamil Gadzhiev has claimed.

Promoter Gadzhiev has said he was in touch with Nurmagomedov before the revered trainer was admitted to the Moscow hospital where he is now on a life support machine, and believes he could have caught COVID-19 as a result of one of the mass events that continued in the country while the outbreak spread.

“We talked when he was ill in Dagestan,” Gadzhiev told Sport Express.

“Abdulmanap did not really receive assistance for ten days. Why didn’t they help? Maybe they didn’t understand that it was COVID. Maybe there were no necessary preparations.

Also on rt.com 'Putin HAS reached out': Khabib's manager claims Russian President has 'promised best medical treatment' as father remains in coma

“When we corresponded, the risks of the coronavirus were not yet known – even less so in Dagestan. They were not ready to withstand the coronavirus. Why did he get infected? Probably because of mass events, be it a wedding or a funeral.

“Abdulmanap is one of those people who are very much talked about today in the context of the Dagestan coronavirus as a whole. There are people who have not been given proper medical care. There are almost no people left in Dagestan who have not been affected by the coronavirus.

“This is not the fault of doctors. In general, I won’t specifically blame anyone. I’ll just say that people in our republic treated the virus quite negligently. What happened to Abdulmanap is a certain result of [this], unfortunately.”

Also on rt.com '11 people in my village are dead. Sorry I'm not as smart as you': Khabib shoots down Covid-19 conspiracist

The 57-year-old was first hospitalized in Dagestan in late April, receiving treatment in regional capital Makhachkala for symptoms reported as being similar to those associated with pneumonia.

When his condition worsened, he was privately flown to a military hospital in Moscow, where he was announced last week as being in a coma following a heart operation.

His middle son, who has a flawless record in 28 UFC contests, provided an update to fans on Instagram on Monday amid reports of his father’s deterioration.

Also on rt.com 'Listen to the doctors': Khabib Nurmagomedov issues nationwide request as coronavirus strikes his own inner circle (VIDEO)

Asking them to pray for him and observe health guidelines aimed at curbing the spread of COVID-19, the fighter admitted: ""Personally, I've had more than 20 relatives – I don't mean people I know, I mean close relatives – who have been in intensive care.

“Many people I know have died, the parents of people close to me. This virus has affected everyone.

""This virus doesn't ask what your surname or name is, this virus doesn't ask where you work, if you are rich or poor. Everyone has got ill. We can only overcome this together.""",32.5,Very low,Right-center,Russia
24,https://www.rt.com/op-ed/489371-feminists-women-bear-emotional-brunt/,RT News,2020-05-21,['Damian Wilson'],"For tone-deaf feminists it doesn’t matter that Covid-19 kills almost twice as many men, because ‘women bear the emotional brunt’",https://cdni.rt.com/files/2020.05/article/5ec6a49c2030275a5b1bdbef.jpg,"is a UK journalist, ex-Fleet Street editor, financial industry consultant and political communications special advisor in the UK and EU.

is a UK journalist, ex-Fleet Street editor, financial industry consultant and political communications special advisor in the UK and EU.

Feminists on the frontline of gender politics have seized on a poll they helped publish to push their agenda to the fore in a crisis that has wrecked everyone’s economies and lives. Disproportionate male deaths got a side note.

A new poll by IPSOS Mori declares that UK women are bearing the emotional brunt of the coronavirus pandemic. Fair point, but is it sexist to mention that it’s men who actually die more?

In fact, men are almost twice as likely as women to die from the coronavirus, but women, as the study has found, are about 15 to 20 percent more worried about various other aspects of the pandemic.

I get it. The poll was published in conjunction with the Fawcett Society, named for the iconic suffragette Millicent Fawcett, so with a touch of cynicism you’ll see the goal here.

Also on rt.com Covid-19 is a disaster for everyone… except straight white men?

Even though the study mentions up front the fact men are in more danger from disease itself, that mention is nowhere to be found in the headlines on the Fawcett Society (why would it be?), or IPSOS, or the Guardian, which declares: ‘UK women bear emotional brunt of Covid-19 turmoil – poll’ and mentions problems of risk and unemployment they face. Their stories do mention that men are dying disproportionately but hey, women are affected in other ways that aren’t death.

And isn’t that more important? My guess is I’m seen as a man just propagating a culture of male domination, though biased feminist polling is a-okay.

Polls are commissioned to prove a point that needs apparently objective validation. Very rarely does a political outfit pay a polling company without having a fair idea of what the results will be. What they seek is the credibility earned by using an independent polling business that gives the results kudos.

So we have 61 percent of women struggling day to day to stay positive while 47 percent of men admit to feeling the same.

In gender politics the old adage that a woman’s work is never done holds true, particularly when that woman is fighting on the feminist frontline and there’s suddenly an unexpected opportunity to strike a blow against the patriarchal hegemony.

Manning up

Read more

What is conveniently overlooked is that data collection on an issue such as this is skewed by its very nature.

You’re not asking what sort of soap powder an interviewee prefers here, you’re asking men and women how they feel.

And there lies the problem. While women are far more upfront about peaks and troughs in their emotions, a man asked to explain his feelings will do nothing of the sort. Hardwired to put on a front, most blokes will shrug and mumble, “I’m not too worried” even when pushed whether he’s concerned at the death of thousands of his countrymen at the hands of an invisible virus.

It’s not that it isn’t something to bother about or that men are mostly unfeeling, uncaring boneheaded neanderthals, it’s just that the average Joe would rather not discuss his emotions with you and a relatively neutral answer is far more likely to end a line of questioning sooner than if he opened up and blubbed out his darkest nightmares.

So while six out of 10 women admit they are struggling and less than half of men questioned admitted to feeling likewise, it has to be concluded, “Well they would say that!”

It’s people who suffer, not men or women

And it’s not just the elastic treatment of poll results that irritate here, it’s the gender politics at play when it’s really not appropriate.

It’s ‘people’ who are suffering, whose loved ones are dead, jobs lost, schools shut and dreams in tatters.

It’s not a man and woman thing, its humanity as a whole and it is wrong and insensitive to prioritise one group over another, whether they be different sexes, ages, races or religions. But Sam Smethers, the Fawcett Society CEO, has found a man-shaped windmill to tilt at pushing a feminist agenda that somehow men are using the pandemic to assert masculine dominance.

She recently drummed up support from the various members of The Sisterhood to sign a joint statement explaining how bad things are for women in the UK since the pandemic struck.

Also on rt.com The gender sleep gap? Wake me up when the nightmare of modern feminism is over

The statement spoke of women being “largely invisible from the debate and excluded from decision-making,” and many were “trapped in their homes, self-isolating with an abusive partner” as if this was the norm. I found that claim insulting.

It goes on about “specific challenges women are facing,” having “voices heard” and “needs met.” Certainly, interesting ideas to discuss, and there may even be some valid demands in there.

There is no mention anywhere among these concerns about who the majority of victims of the Covid-19 crisis might be.

It’s strange, because they are the grandfathers, fathers, husbands and sons of the gender-obsessed feminist brigade who insist on propagating nonsense like this week’s poll results.

Like this story? Share it with a friend!",32.5,Very low,Right-center,Russia
25,https://www.rt.com/op-ed/488827-michael-jordan-documentary-last-dance/,RT News,2020-05-17,['Michael Mccaffrey'],"Be Like Mike? Who’d wanna be after watching sycophantic, nostalgia-porn Michael Jordan 'documentary' The Last Dance...",https://cdni.rt.com/files/2020.05/article/5ec13f8c2030277d5e245f08.JPG,"Michael McCaffrey is a writer and cultural critic who lives in Los Angeles. His work can be read at RT, Counterpunch and at his website mpmacting.com/blog . He is also the host of the popular cinema podcast Looking California and Feeling Minnesota. Follow him on Twitter @MPMActingCo

Michael McCaffrey is a writer and cultural critic who lives in Los Angeles. His work can be read at RT, Counterpunch and at his website mpmacting.com/blog . He is also the host of the popular cinema podcast Looking California and Feeling Minnesota. Follow him on Twitter @MPMActingCo

Unlike the superstar basketball player, ESPN’s ‘The Last Dance’ is anything but great. It claims to reveal the man behind the legend – but is actually just a fawning, cultish piece of propaganda.

Michael Jordan is arguably the greatest basketball player of all time, and the much-hyped ESPN 10-part documentary on his career and final championship season with the Chicago Bulls, 'The Last Dance,' which comes to a close this Sunday night, claims to reveal the man behind the legend.

I’ll save you the suspense – spoiler alert – and let you know how the movie ends… the Bulls win a sixth championship and Jordan is never challenged… not on the basketball court. Nor, sadly, in this documentary.

Read more

'The Last Dance' isn’t so much a documentary as a piece of '90s nostalgia porn that serves as an exercise in sports media genuflection in the form of an epic, 10-hour infomercial for the Jordan brand.

The film’s alleged claim to fame is that it reveals never-before-seen footage of Jordan during the Bulls’ 1998 championship run. The problem is that Jordan himself controls the rights to this painfully banal and contrived footage, and in order to use it, producers Michael Tollin and Jon Weinbach, as well as ESPN and Netflix, had to make Jordan’s production company, Jump 23, a co-producer on the project. It all means that His Airness got the last word on what does, and does not, make the final cut of 'The Last Dance.' The result of which is more shameless hagiography than documentary.

As a business decision, ESPN and Netflix undoubtedly made the right one, as the film is being devoured by sports-starved fans in the age of coronavirus, and is a runaway success with sky-high ratings.

As a journalistic decision, though, 'The Last Dance' traded away any semblance of journalistic integrity for the golden goose of access. Whether it is embedded journalists with troops in a warzone, or the press making deals in the halls of power, access to power is always acquiescence to power.

Evidence of which is that the 'The Last Dance' doesn’t try to “Be Like Mike” with his trademark tenacity, instead it goes remarkably soft on its subject, and delicately dances around his pronounced shortcomings.

'The Last Dance' feels like one of those interviews with a politician where they are asked: “What are your greatest weaknesses?” And the politician answers, to much eye-rolling, that they “work too hard and care too much.”

Also on rt.com Michael Jordan reveals he wanted to sign with ADIDAS, not Nike, but said the sportswear giants WEREN'T INTERESTED enough

The docu-series reduces Jordan’s compulsive gambling and toxic personal behavior and bullying of teammates into simply being the result of his maniacal competitiveness. You see, according to 'The Last Dance,' even Jordan’s personal failures are because he is so great.

The film lays it on particularly thick when teammate B.J. Armstrong claims the notoriously bullying Jordan wasn’t exactly a good guy. Jordan self-pityingly responds, in essence, that his being considered “not a nice guy” is the heavy price he had to pay for his greatness. Jordan then breaks down crying and dramatically declares the interview over. Of course, the hapless director, Jason Hehir, doesn’t dare resist his boss.

There is another telling sequence in the film dealing with Scottie Pippen’s “quitting” on his team in the final 1.8 seconds of a playoff game in 1994, when coach Phil Jackson calls on Toni Kukoc for the final shot instead of Pippen. Jordan comments in the doc that the “quitting” incident ""is always going to come back to haunt [Pippen]…”

What is so striking about that sequence is that Jordan wasn’t playing on that Bulls team, he had “retired” at the end of the ‘93 season, supposedly because he was exhausted dealing with the difficulties of superstardom and the omnipresent media.

What did Jordan do in 1994 to escape dealing with fans and the press? Did he go into seclusion? Go fishing? No. He went, with great fanfare, and played minor league baseball, and then 18 months later returned to basketball after the Bulls failed to win a title without him.

Read more

According to Jordan and the decidedly deferential 'The Last Dance,' Pippen quitting on his team for 1.8 seconds means he is forever tarred by it, while Jordan, who quit on his team for a full 18 months, is beyond reproach.

The docu-series doesn’t have the journalistic courage to challenge the myth of Jordan at all. If it attempted to be even mildly adversarial, it might highlight that, unlike Jordan, fellow NBA greats like Magic Johnson (five titles) and Bill Russell (11 titles) weren’t jerks to their teammates, but inspirations.

Or that, unlike say Johnson or Larry Bird, who won titles early in their careers, Jordan had to wait until all the great teams of his time, such as the Celtics, Lakers and Pistons, had aged out of their prime before he could go on his championship run in an NBA greatly watered-down due to expansion in the 90s.

It also fails to notice that Jordan’s greatest moments during his reign came against lowly positional rivals like John Starks, Craig Ehlo and Bryon Russell… not exactly Hall of Famers.

Or that since his retirement, his main claim to fame has been a TV advert for Gatorade entitled Be Like Mike, set to the song from 'The Jungle Book.'

The bottom line is this: Jordan is undeniably one of the most aesthetically and athletically dynamic icons in sports history, but 'The Last Dance' isn’t an investigation or even contemplation of the man and his legacy, but rather a cultish coronation that unquestioningly embraces previously manufactured mythmaking. That’s not sports journalism, it’s self-serving sycophancy, and NBA fans deserve much better.

Like this story? Share it with a friend!",32.5,Very low,Right-center,Russia
26,https://www.rt.com/usa/489548-elderly-beating-nursing-home-coronavirus/,RT News,2020-05-23,[],‘Someone dropped the ball’: Suspect in beating of 75yo nursing home patient was moved to facility AFTER contracting Covid-19,https://cdni.rt.com/files/2020.05/article/5ec8b4ac85f540189834f9cd.JPG,"The 20-year-old man accused of beating an elderly patient in a Detroit nursing home – captured in a shocking viral video – was inexplicably moved to the facility after testing positive for Covid-19.

The young man, who has not been named, was transferred from an Ann Arbor hospital to Detroit’s Westwood Nursing Center last week after contracting the coronavirus, his father told local media. He later appeared in disturbing footage repeatedly punching an elderly man in the face. While the suspect has since been arrested for the assault, it remains unclear how or why he ended up at the nursing home in the first place, given that seniors are among the most vulnerable to the lethal illness.

“He never should have been housed – quarantined – with the victim that he eventually assaulted. That should have never happened,” the man’s father said, adding: “Someone dropped the ball.”

He has [mental] issues and for them to put him in a facility like that, nothing good was going to happen.

Prior to the attack that was captured on video – apparently filmed by the assailant himself – the suspect already faced charges in nearby Washtenaw County, where he is accused of assaulting a staff member at another facility. While acknowledging his son’s severe behavioral and mental problems, the father said he “never would have consented” to sending him to a nursing home had he been informed of it. It is still unknown who made the decision to transfer him there.

Also on rt.com ‘Can this be for real?’ Trump weighs in on SHOCKING VIDEO of 75yo being brutally beaten in Detroit nursing home

Some mystery also surrounds the 75-year-old victim of the nursing home assault. Relatives told local press that they began to worry when they were unable to reach him by phone, explaining that, for reasons that are still unclear, he was taken from his Detroit apartment and brought to the Westwood center. The man is now recovering from his injuries at a nearby hospital.

The incident has sparked widespread outrage, even drawing the attention of US President Donald Trump. The backlash has only been intensified with the latest revelation, prompting a flood of criticism and questions from critics online.

Gosh, it gets worse. The Michigan beating suspect was moved to a nursing home because he was diagnosed with COVID-19, says his father. Suspect also had a pending assault case. The elderly male victim is an Army veteran. cc: ⁦@GovWhitmer⁩ https://t.co/73BWavqS7Z — Andy Ngô (@MrAndyNgo) May 23, 2020

It's so heartbreaking to see the videos of the guy beating an elderly man at a nursing home in Detroit. Elder abuse has been going on way longer than covid. Where's the vetting? Funded thru Medicare/Medicaid. Who's NOT doing their job? — JJOSS (@iamjs4) May 23, 2020

And put a violent schizophrenic in a room w/ probable dementia patient. #JadonHayden wiped the man’s streaming blood on his bedsheet. Staff ignored that & claimed to be unaware of assaults after the arrest. That’s a lie. I called them a few times. Westwood Nursing Home Detroit — Ida Ivey (@IdaIvey1) May 23, 2020

When local reporters contacted the Westwood Nursing Center on Friday, a man answering the phone – presumably a staff member – would only say the facility’s director was busy with meetings.

Think your friends would be interested? Share this story!",32.5,Very low,Right-center,Russia
27,https://www.rt.com/shows/watching-the-hawks/489492-covid-19-plague-of-corruption/,RT News,2020-05-23,[],‘Plague of Corruption’ & climbing Covid numbers,https://cdni.rt.com/files/2020.05/article/5ec907b2203027026b12a893.png,"Dr Judy Mikovits and Kent Heckenlively discuss their new book, ‘Plague of Corruption.’ Covid-19 numbers continue to skyrocket as scientists race for a vaccine. And SpaceX is about to make history.

'Like' us on Facebook:

http://fb.me/WatchingTheHawks

Follow us:

https://instagram.com/watchingthehawks/

https://twitter.com/WatchingHawks

YouTube channel:

https://www.youtube.com/channel/UCbiFt3UdxX7LxferwDmuegQ

Podcast:

https://soundcloud.com/rttv/sets/watching-the-hawks-2

Subscribe:

http://bit.ly/WatchingTheHawks",32.5,Very low,Right-center,Russia
